timestamp,action,position_id,strategy,underlying,premium,commission,cash_after,nav_after,close_value,realized_pnl,reason
2024-10-25T16:00:00,OPEN,0d7bea44,MSFT_EARNINGS_CALL_SPREAD,MSFT,-332.0,5.2,10326.8,10326.8,,,
2024-11-08T16:00:00,CLOSE,0d7bea44,MSFT_EARNINGS_CALL_SPREAD,MSFT,,5.2,10321.599999999999,10321.599999999999,0.0,-342.4,TIME_STOP
