timestamp,action,position_id,strategy,underlying,premium,commission,cash_after,nav_after,close_value,realized_pnl,reason
2024-10-25T16:00:00,OPEN,382741a6,MSFT_EARNINGS_CALL_SPREAD,MSFT,-166.0,2.6,10163.4,10163.4,,,
2024-11-01T16:00:00,OPEN,60d50947,KRE_BANKS_CALL_SPREAD,KRE,-636.0,1.3,10798.1,10846.1,,,
2024-11-06T16:00:00,CLOSE,60d50947,KRE_BANKS_CALL_SPREAD,KRE,,1.3,11563.800000000001,11591.800000000001,767.0000000000001,128.40000000000012,TAKE_PROFIT
2024-11-08T16:00:00,CLOSE,382741a6,MSFT_EARNINGS_CALL_SPREAD,MSFT,,2.6,11561.2,11561.2,0.0,-171.2,TIME_STOP
