timestamp,action,position_id,strategy,underlying,premium,commission,cash_after,nav_after,close_value,realized_pnl,reason
2024-11-01T16:00:00,OPEN,11b43cb1,KRE_BANKS_CALL_SPREAD,KRE,-351.0,1.3,10349.7,10349.7,,,
2024-11-06T16:00:00,CLOSE,11b43cb1,KRE_BANKS_CALL_SPREAD,KRE,,1.3,10826.400000000001,10826.400000000001,478.0000000000001,124.40000000000012,TAKE_PROFIT
