date,nav,cash,open_positions,total_premium_at_risk,premium_at_risk_pct,total_return_pct,current_drawdown_pct,vix_spot
2024-10-14,10000.0,10000.0,0,0.0,0.0,0.0,0.0,19.7
2024-10-15,10000.0,10000.0,0,0.0,0.0,0.0,0.0,20.64
2024-10-16,10000.0,10000.0,0,0.0,0.0,0.0,0.0,19.58
2024-10-17,10000.0,10000.0,0,0.0,0.0,0.0,0.0,19.11
2024-10-18,10000.0,10000.0,0,0.0,0.0,0.0,0.0,18.03
2024-10-21,10470.7,10470.7,1,28.00000000000017,0.26741287592997764,4.707000000000007,0.0,18.37
2024-10-22,10943.7,10470.7,1,28.00000000000017,0.2558549667845442,9.437000000000008,0.0,18.2
2024-10-23,10754.400000000001,10754.400000000001,0,0.0,0.0,7.544000000000015,1.717883348410501,19.24
2024-10-24,10754.400000000001,10754.400000000001,0,0.0,0.0,7.544000000000015,1.717883348410501,19.08
2024-10-25,11162.900000000001,11162.900000000001,1,4585.0,41.07355615476265,11.629000000000014,1.717883348410501,20.33
2024-10-28,11332.900000000001,11162.900000000001,1,4585.0,40.45742925464796,13.329000000000017,0.0,19.8
2024-10-29,12237.900000000001,11162.900000000001,1,4585.0,37.46557824463347,22.379000000000016,0.0,19.34
2024-10-30,12502.900000000001,11162.900000000001,1,4585.0,36.671492213806395,25.02900000000001,0.0,20.35
2024-10-31,11287.900000000001,11162.900000000001,1,4585.0,40.61871561583642,12.879000000000016,9.717745483047931,23.16
2024-11-01,11282.900000000001,11162.900000000001,1,4585.0,40.63671573797516,12.829000000000015,9.757736205200393,21.88
2024-11-04,11257.900000000001,11162.900000000001,1,4585.0,40.726956181881164,12.579000000000015,9.957689815962697,21.98
2024-11-05,11242.900000000001,11162.900000000001,1,4585.0,40.78129308274555,12.429000000000014,10.077661982420077,20.49
