timestamp,action,position_id,strategy,underlying,premium,commission,cash_after,nav_after,close_value,realized_pnl,reason
2024-10-21T16:00:00,OPEN,7d2223e8,VLO_EARNINGS_CALL_SPREAD,VLO,-471.99999999999983,1.3,10470.7,10470.7,,,
2024-10-23T16:00:00,CLOSE,7d2223e8,VLO_EARNINGS_CALL_SPREAD,VLO,,1.3,10754.400000000001,10754.400000000001,285.0,-189.59999999999982,STOP_LOSS
2024-10-25T16:00:00,OPEN,a6f47fa0,MSFT_EARNINGS_CALL_SPREAD,MSFT,-332.0,5.2,11081.2,11081.2,,,
2024-11-08T16:00:00,CLOSE,a6f47fa0,MSFT_EARNINGS_CALL_SPREAD,MSFT,,5.2,11076.0,11076.0,0.0,-342.4,TIME_STOP
