timestamp,action,position_id,strategy,underlying,premium,commission,cash_after,nav_after,close_value,realized_pnl,reason
2024-10-25T16:00:00,OPEN,b02fc6b8,MSFT_EARNINGS_CALL_SPREAD,MSFT,-166.0,2.6,10163.4,10163.4,,,
2024-11-08T16:00:00,CLOSE,b02fc6b8,MSFT_EARNINGS_CALL_SPREAD,MSFT,,2.6,10160.8,10160.8,0.0,-171.2,TIME_STOP
